T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YER012W	1	1	1	1	1	1	1	0	0	1	1	0
YNR054C	0	0	1	1	1	1	1	1	1	1	1	1
YGR234W	1	1	0	0	0	0	0	1	1	1	1	1
YHL030W	1	1	1	1	1	1	1	0	0	1	1	0
YDL112W	1	0	0	0	1	1	1	1	1	1	1	1
YPL178W	1	1	1	1	1	0	0	1	1	1	1	0
YLR325C	1	0	0	1	1	1	0	1	1	1	1	1
YGL130W	1	1	1	1	0	1	0	1	1	0	0	1
YOR116C	1	0	1	0	1	1	1	1	1	1	1	1
YNL224C	0	0	1	1	1	1	1	1	1	1	1	0
YGR178C	1	1	0	0	0	0	1	1	1	1	1	0
YDR092W	1	0	1	1	1	1	1	1	1	1	1	0
YGR262C	1	0	0	0	0	1	0	1	1	1	1	1
YBR095C	1	1	1	1	1	1	1	1	1	0	1	0
YDR254W	1	1	1	1	1	1	0	0	0	1	1	1
YOL062C	1	1	1	0	0	0	0	0	1	1	1	1
YHR164C	1	1	0	0	1	1	1	0	0	1	1	1
YOL135C	0	1	1	0	0	0	1	1	1	1	1	0
YLR436C	1	1	1	1	1	0	0	0	0	1	1	1
YDL155W	1	1	1	1	0	0	1	1	1	1	1	1
YDL208W	0	0	1	0	1	1	1	1	1	1	1	1
YML007W	0	1	1	1	1	1	1	0	0	0	0	0
YMR078C	1	0	0	0	0	0	0	0	1	1	1	1
YPL139C	1	1	1	1	0	0	0	0	1	1	0	1
YNL085W	0	1	1	1	0	0	0	1	1	1	1	1
YHR179W	1	0	0	0	0	1	1	1	1	1	1	1
YHR099W	1	1	0	0	1	0	0	0	1	1	1	1
YHL025W	1	1	1	1	0	0	1	1	1	1	1	0
YML025C	1	1	1	0	0	0	0	0	1	1	1	1
YKR062W	1	1	0	1	1	1	0	1	1	1	0	1
YLR223C	1	0	1	1	1	1	1	1	1	1	1	1
YPR069C	0	1	1	1	1	1	0	1	1	1	0	1
YCR052W	1	0	1	0	0	0	1	1	1	1	1	1
YOR267C	1	1	1	1	1	0	1	1	1	0	0	0
YCR095C	0	1	1	1	1	1	1	0	0	0	0	1
YLR119W	1	1	1	1	1	1	1	1	0	0	0	0
YJL140W	1	1	1	1	1	1	0	1	0	1	0	1
YGR283C	0	0	0	0	1	1	1	1	1	1	1	1
YDR407C	1	0	1	1	1	1	1	0	0	1	1	1
YNL097C	0	1	1	1	1	1	1	0	1	1	0	0
YJR052W	0	1	1	1	1	1	1	1	1	0	0	0
YMR186W	0	1	1	1	1	1	1	1	0	0	1	0
YOR207C	1	0	0	0	1	1	1	1	1	1	1	1
YPR168W	0	1	1	1	1	1	1	1	1	0	0	0
YFR024C-A	1	1	1	1	0	1	1	0	0	1	1	1
YIL128W	1	1	0	0	0	1	0	0	1	1	1	1
YKL014C	1	0	0	0	0	1	1	1	1	1	1	1
YJR006W	1	1	1	0	0	0	0	0	1	1	1	1
YBR280C	1	1	1	1	1	1	1	0	0	0	0	0
YNL049C	1	0	1	1	1	0	0	1	1	1	1	1
YBR128C	1	1	1	1	1	1	1	0	0	0	0	0
YDR179C	0	0	0	1	1	1	0	1	0	1	1	1
YGL019W	1	1	0	0	0	0	1	1	1	1	1	1
YER178W	1	1	1	1	1	1	1	1	0	0	0	0
YLR328W	1	1	1	0	0	0	0	1	1	0	1	1
YJL050W	1	0	0	0	1	1	1	1	1	1	1	1
YBR135W	1	1	1	0	0	0	0	1	1	0	1	0
YBR072W	0	1	1	1	1	1	1	1	0	0	0	0
YKL145W	1	1	1	1	1	1	1	1	0	0	0	0
YLL022C	1	1	0	0	0	0	1	1	0	1	1	1
YGL049C	1	1	0	0	0	0	0	1	1	1	1	1
YGL153W	1	1	1	1	1	1	1	0	0	0	0	0
YPR178W	1	1	1	1	1	1	1	1	1	0	0	0
YJL001W	1	1	1	1	1	1	1	1	0	0	0	0
YNL021W	1	0	1	0	0	0	1	1	1	1	1	1
YGR233C	1	0	0	0	0	1	1	1	1	1	1	1
YBR143C	1	0	0	0	1	0	1	1	1	1	1	1
YDL029W	1	1	1	1	1	1	1	0	0	1	0	1
YPL055C	1	0	0	0	1	1	1	1	1	1	1	1
YLR371W	1	1	1	1	1	1	1	0	0	0	0	0
YGR165W	1	1	0	0	0	0	0	0	1	1	1	1
YJL052W	1	1	1	1	1	1	1	1	1	0	0	0
YNL102W	1	1	1	0	0	0	0	0	1	1	1	1
YAL024C	1	1	0	1	0	0	0	1	1	1	1	1
YDR202C	1	1	1	1	1	1	1	0	0	0	0	0
YGR244C	1	1	1	1	1	1	1	0	0	0	1	1
YPR101W	0	0	1	1	1	1	1	1	1	1	1	1
YGR103W	1	0	1	0	1	1	1	1	1	1	1	1
YGL145W	0	1	1	1	1	1	1	1	1	1	1	1
YDR118W	1	1	1	1	1	1	1	0	0	1	0	1
YDR471W	0	0	0	1	1	1	1	1	1	1	1	1
YAL033W	1	0	0	0	0	0	0	1	1	1	1	1
YDR308C	1	0	1	1	0	1	0	1	1	1	1	1
YKL210W	1	1	1	1	1	1	1	0	0	0	0	0
YBL026W	0	0	1	1	1	1	0	1	1	1	1	1
YBR025C	0	0	0	1	1	1	1	1	1	1	1	1
YBR170C	1	1	1	1	1	1	1	1	0	0	0	0
YIL133C	1	0	0	0	1	0	1	1	1	1	1	1
YLR407W	0	1	1	1	1	1	1	1	1	1	1	1
YCR066W	0	1	1	1	1	1	1	1	1	0	0	1
YDR167W	1	0	0	0	0	0	0	1	1	1	1	1
YOR272W	0	0	1	1	1	1	1	1	1	1	1	1
YKL012W	1	1	0	1	1	1	1	1	1	0	1	0
YDR325W	1	1	1	0	0	0	0	1	1	1	1	1
YLR435W	1	0	1	1	1	1	1	1	1	1	1	1
YOR110W	0	1	1	1	1	0	1	1	1	1	1	0
YER025W	1	0	0	0	1	1	0	1	1	1	1	1
YOR035C	1	1	1	1	1	1	1	1	0	0	0	0
YDL018C	1	1	1	1	1	1	0	0	0	1	1	1
YMR297W	1	1	1	1	1	1	1	1	0	0	0	0
YDL150W	0	0	1	1	0	1	1	1	1	1	1	1
YDR245W	1	0	0	0	0	0	0	1	1	1	1	1
YJR033C	1	1	1	1	1	1	1	0	0	0	0	0
YMR120C	1	0	0	0	0	0	1	1	1	1	1	1
YBR052C	1	1	1	1	1	1	0	0	1	1	0	1
YCR081W	1	0	1	1	0	1	0	1	1	1	1	1
YKR079C	0	0	0	0	1	1	1	1	1	1	1	1
YGR134W	1	1	0	0	1	1	1	0	1	1	1	0
YML024W	1	0	0	1	1	1	1	1	1	1	1	1
YMR231W	1	1	1	1	1	1	1	0	0	1	0	0
YOR027W	0	1	1	1	1	1	1	1	0	1	0	0
YDL140C	1	1	1	1	0	0	1	1	1	1	1	0
YKL052C	1	1	1	1	1	1	1	1	0	0	0	0
YNL055C	1	1	1	1	1	0	1	0	0	1	1	0
YER177W	1	1	1	1	1	1	1	1	0	1	0	0
YGL242C	1	1	1	1	0	1	0	0	0	1	1	1
YAL021C	1	0	1	1	1	1	1	1	1	1	0	1
YML105C	1	1	1	0	1	0	0	1	1	1	1	1
YNL172W	1	1	1	1	1	1	1	1	0	0	0	0
YEL055C	1	0	0	0	0	0	0	1	1	1	1	1
YPL065W	0	1	1	1	1	1	1	0	0	1	0	0
YOR326W	1	1	1	0	0	0	0	1	1	1	1	1
YKL139W	0	0	1	1	1	0	1	1	1	1	1	1
YLR344W	1	0	0	1	1	0	1	1	1	1	1	1
YBR127C	1	0	1	1	0	0	0	1	1	1	1	1
YBR260C	1	1	1	1	0	0	0	0	1	1	1	1
YDL060W	0	0	1	1	1	1	1	1	1	1	1	1
YPL138C	0	1	1	1	1	1	1	1	1	0	0	0
YCL024W	1	1	0	0	1	1	1	0	1	1	1	1
YJL011C	0	0	0	1	1	1	1	1	1	1	1	1
YHR191C	1	1	0	1	1	1	0	0	0	1	1	1
YLR166C	1	1	0	1	1	1	0	1	1	0	1	0
YHR131C	1	1	1	1	1	1	1	0	0	1	1	0
YNL209W	1	0	0	0	0	0	1	1	1	1	1	1
YGR084C	1	1	0	0	0	0	0	0	1	1	1	1
YDR049W	0	0	1	0	0	1	1	1	1	1	1	1
YLR385C	1	0	1	1	0	0	1	1	1	1	1	0
YLL021W	1	0	1	0	0	0	0	1	1	1	1	1
YER125W	1	1	1	1	1	1	0	0	1	1	0	0
YDL097C	0	1	1	1	1	1	1	0	0	1	0	0
YKR029C	1	1	0	1	1	1	0	0	1	1	0	1
YML102W	1	0	0	0	0	0	0	1	1	1	1	1
YNL308C	0	0	1	1	1	1	1	1	1	1	1	1
YNL284C	1	1	0	0	0	0	0	0	1	1	1	1
YDR159W	1	1	1	1	1	1	0	0	0	0	0	1
YGR220C	1	1	0	0	0	0	0	0	1	1	1	1
YDR170C	1	1	1	0	0	0	0	1	1	1	1	1
YPL093W	0	0	1	1	1	1	1	1	1	1	1	1
YGL129C	1	1	0	0	0	0	0	0	1	1	1	1
YDL082W	1	0	0	0	0	1	1	1	1	1	1	1
YDR050C	1	1	1	1	1	1	1	0	0	0	0	0
YKR006C	1	1	0	0	0	0	0	0	1	1	1	1
YCR057C	0	0	1	1	1	1	1	1	1	1	1	1
YKL119C	1	1	0	1	1	0	0	0	0	1	1	1
YHR027C	1	1	1	1	1	1	1	0	0	1	1	0
YMR167W	1	0	1	0	1	1	1	1	1	1	1	0
YOR362C	0	1	1	1	1	1	1	1	0	1	0	0
YMR048W	1	1	1	0	0	0	0	0	1	1	1	1
YKL045W	1	1	0	0	0	0	0	0	1	1	1	1
YCR012W	1	1	1	1	1	1	1	1	0	0	1	0
YJL063C	1	1	0	0	0	0	0	0	1	1	1	1
YLR315W	1	1	1	0	1	1	1	0	0	1	1	1
YHR081W	1	0	0	1	1	1	1	1	1	1	1	1
YBR169C	0	1	1	1	1	1	1	1	0	0	0	0
YDR311W	0	1	1	1	1	1	1	1	1	1	0	0
YOR138C	1	1	1	1	1	1	1	0	1	0	0	0
YIL022W	1	1	0	0	0	0	0	1	1	1	1	1
YCL011C	1	1	1	0	0	0	1	1	1	0	1	0
YPL213W	1	0	0	0	0	1	0	1	1	1	1	1
YPL143W	0	0	1	1	1	1	1	1	1	1	1	1
YHR200W	1	1	1	1	1	0	1	0	1	1	1	0
YKL191W	1	0	0	0	1	1	1	1	1	1	1	1
YBL004W	1	0	0	1	0	1	1	1	1	1	1	1
YER120W	1	1	1	1	1	1	0	1	1	0	1	0
YBR289W	1	1	1	1	1	1	1	0	0	0	1	0
YDR337W	1	1	0	0	0	0	0	0	1	1	1	1
YKL003C	1	1	0	0	0	0	0	0	1	1	1	1
YKL206C	1	1	1	1	1	1	1	0	1	0	1	0
YDR472W	0	0	0	1	0	1	1	1	1	1	1	1
YKR022C	0	0	0	1	1	1	1	1	0	1	1	1
YMR093W	0	0	1	1	1	1	1	1	1	1	1	1
YGL103W	1	0	0	0	1	0	1	1	1	1	1	1
YGR047C	1	1	0	1	1	1	1	1	0	1	1	1
YDR388W	1	1	1	1	1	1	1	0	0	0	0	0
YGL030W	1	0	1	1	0	1	0	1	1	1	1	1
YBR234C	1	1	1	1	1	1	1	0	1	1	0	0
YMR005W	1	0	0	1	1	0	1	1	1	1	1	1
YOR340C	0	0	0	1	1	1	1	1	1	1	1	1
YGR054W	1	0	0	0	0	0	1	1	1	1	1	1
YDR228C	0	1	1	1	1	1	0	0	1	1	1	1
YKR014C	1	1	1	1	1	1	1	0	0	0	0	0
YMR128W	0	0	0	1	1	1	1	1	1	1	1	1
YDR363W-A	1	1	1	1	1	1	0	0	0	1	0	1
YER151C	0	1	1	1	1	1	0	1	1	1	1	1
YBR105C	1	1	1	1	1	1	1	1	1	1	1	1
YML074C	1	1	0	1	0	0	1	1	1	1	1	1
YDR394W	0	1	1	1	1	1	1	1	1	1	0	0
YPR176C	1	1	1	0	0	0	0	0	1	1	1	1
YLR129W	0	0	0	1	1	1	1	1	1	1	1	1
YIR025W	1	1	1	1	1	1	1	1	0	0	0	0
YMR072W	1	1	1	1	1	1	1	1	0	0	1	0
YLR163C	1	1	0	0	0	0	0	0	1	1	1	1
YOR204W	1	1	0	0	0	0	1	1	1	1	1	1
YNL258C	1	1	1	1	1	1	1	0	1	1	1	1
YOR036W	1	1	1	1	1	1	1	0	0	0	0	0
YJR005W	1	1	1	0	1	0	0	0	1	1	1	1
YLR398C	1	0	0	0	1	0	1	1	1	1	1	1
YOR230W	0	1	1	1	1	1	1	1	0	0	0	0
YGR095C	1	0	0	1	1	1	1	1	1	1	1	1
YER094C	1	1	1	1	1	1	1	0	0	0	0	0
YML015C	0	1	1	1	1	0	1	1	1	0	1	0
YDR001C	0	1	1	1	1	1	1	1	1	0	0	0
YAL016W	1	1	1	1	1	1	1	0	0	0	0	0
YOL139C	0	0	1	0	0	0	0	1	1	1	1	1
YHL002W	1	1	1	1	1	1	1	0	1	1	1	0
YJL115W	1	0	1	0	0	1	1	1	1	1	1	1
YBL007C	1	1	1	1	1	1	1	0	0	0	0	0
YEL015W	1	1	1	0	0	0	1	1	1	1	1	1
YDR186C	0	1	1	1	1	1	1	1	0	0	0	1
YDR418W	1	0	1	0	0	1	1	1	1	1	1	1
YDL126C	1	1	1	1	1	1	1	0	0	1	0	0
YMR149W	0	1	1	1	1	0	1	0	1	1	1	0
YGL133W	1	0	0	1	1	1	1	1	1	1	1	1
YKR002W	1	1	1	0	1	0	0	0	1	1	1	1
YLR197W	1	0	0	0	0	1	1	1	1	1	1	1
YGL246C	0	0	0	0	0	0	1	1	1	1	1	1
YMR214W	0	0	1	0	1	0	1	1	1	1	1	1
YDR116C	1	1	0	0	0	0	0	0	1	1	1	1
YIL112W	1	1	0	0	1	1	1	1	0	1	1	1
YFR031C-A	1	0	1	0	0	0	1	1	1	1	1	1
YJL176C	1	1	1	1	1	0	0	0	0	1	0	1
YOR123C	0	1	0	1	0	0	0	1	1	1	1	1
YML046W	0	0	1	1	1	1	1	1	1	0	1	1
YGL150C	1	0	0	0	1	1	1	1	1	1	0	1
YPL181W	1	1	1	1	0	0	0	1	1	1	1	0
YOR270C	0	1	1	1	1	1	0	1	1	1	0	0
YOR244W	0	1	1	1	1	1	1	1	1	0	0	0
YLR433C	0	1	1	1	1	1	0	0	1	1	1	1
YOR133W	1	0	0	0	0	1	1	1	1	1	1	1
YIL109C	1	1	1	1	1	0	0	0	1	0	1	0
YIL017C	1	1	1	1	1	1	1	0	0	1	0	0
YJL177W	1	0	0	0	0	1	1	1	1	1	1	1
YKL081W	1	0	0	0	0	0	0	1	1	1	1	1
YML026C	1	0	0	0	0	1	1	1	1	1	1	1
YOL149W	0	1	1	1	1	1	0	1	1	1	1	1
YOR185C	1	1	1	1	1	1	1	1	0	0	0	0
YGR130C	1	1	1	1	1	1	1	0	0	0	0	0
YGL137W	1	1	1	1	0	0	0	0	0	1	1	1
YFR049W	1	1	1	1	1	1	0	0	0	1	1	1
YJR050W	0	0	1	1	1	1	1	1	1	1	0	0
YEL056W	1	0	1	1	0	0	1	0	1	1	1	1
YBR055C	0	0	1	1	1	1	1	1	1	1	1	1
YHR216W	1	0	0	0	0	0	1	1	1	1	1	1
YOR352W	1	1	1	1	1	1	1	0	0	1	1	0
YMR314W	0	1	1	1	1	1	1	1	0	0	0	0
YPL266W	0	0	1	1	1	1	1	1	1	1	1	1
YPR048W	0	0	1	0	1	1	1	1	1	1	1	1
YER027C	1	1	1	1	0	0	1	1	1	1	1	1
YPL203W	1	1	1	1	1	1	1	0	0	0	0	0
YCL059C	1	0	0	1	1	1	1	1	1	1	1	1
YMR303C	1	1	1	1	1	1	1	1	0	0	0	0
YPR188C	0	1	1	1	1	1	0	1	1	1	0	1
YIL098C	1	1	0	0	0	0	0	0	1	1	1	1
YLR399C	1	1	1	1	1	1	1	0	0	0	0	0
YGR196C	1	1	1	1	1	1	1	0	0	1	1	0
YFL039C	1	1	1	1	1	1	1	0	0	0	0	0
YLR221C	1	0	0	1	1	1	1	1	1	1	1	1
YJL109C	1	0	0	0	1	1	1	1	1	1	1	1
YER017C	1	1	1	1	1	0	1	0	1	1	1	1
YBL021C	1	1	0	0	0	0	0	0	1	1	1	1
YBR117C	0	1	1	1	1	1	1	1	0	0	0	0
YNL104C	1	1	1	1	1	1	1	1	0	0	0	0
YDL077C	1	1	1	0	0	0	0	0	0	1	1	1
YKL193C	1	1	1	1	1	1	1	0	0	0	0	0
YBR011C	1	1	1	1	0	1	1	0	1	1	0	1
YGR113W	1	1	0	1	0	0	1	0	0	1	1	1
YBR031W	1	0	1	0	0	1	1	1	1	1	1	1
YDR148C	1	1	1	1	0	0	0	0	0	1	1	1
YFL002C	1	0	0	0	0	0	1	1	1	1	1	1
YDL014W	0	0	0	0	0	1	1	1	1	1	1	1
YOR157C	0	1	1	1	1	1	1	0	0	1	1	0
YFL024C	0	1	1	1	1	1	1	0	0	0	0	0
YJR043C	0	1	1	1	0	0	1	1	1	1	1	1
YDR296W	1	1	1	0	0	0	0	0	1	1	1	1
YDR174W	1	1	1	0	0	0	0	1	1	1	1	1
YOL077C	0	0	0	1	1	1	1	1	1	1	1	1
YLR342W	1	0	0	0	0	0	0	1	1	1	1	1
YGR083C	0	0	0	0	1	1	1	1	1	1	1	1
YPL233W	1	0	1	0	0	0	1	1	1	1	1	1
YML032C	0	1	1	1	1	0	1	1	1	1	1	0
YPR041W	0	0	0	0	0	0	0	1	1	1	1	1
YAL013W	1	1	1	0	1	1	1	1	1	0	0	0
YLR335W	1	0	1	0	0	0	0	1	1	1	1	1
YPL094C	1	1	1	0	0	0	1	1	1	1	1	1
YMR229C	1	0	1	0	1	1	1	1	1	1	1	1
YFR032C-A	1	0	0	0	1	1	1	1	1	1	1	1
YPR180W	0	1	1	1	1	1	1	1	0	0	1	0
YGL197W	1	1	1	1	1	1	1	0	0	1	0	0
YCR072C	0	1	1	1	1	1	1	1	1	1	1	1
YGR180C	1	1	1	1	1	1	1	1	0	0	0	0
YAL034C	0	1	1	1	1	1	1	1	1	0	0	0
YHR012W	1	0	0	0	1	0	1	1	0	1	1	1
YDR422C	0	1	1	1	1	1	0	1	1	0	1	1
YMR049C	1	0	1	1	1	1	1	1	1	1	1	1
YMR024W	1	1	0	0	0	0	0	0	1	1	1	1
YDL040C	1	1	0	0	0	0	0	1	1	1	1	1
YBR221C	1	1	1	1	1	1	1	0	0	1	1	1
YJR093C	0	1	0	1	1	1	1	1	1	1	0	0
YPL256C	1	1	1	0	0	0	0	0	1	1	1	1
YGR192C	1	1	1	1	1	0	1	1	1	0	1	0
YNL151C	0	0	0	0	0	0	1	1	1	1	1	1
YDR502C	1	0	1	1	0	0	0	1	1	1	1	1
YML100W	1	1	1	1	1	1	1	0	0	0	0	0
YIL142W	1	1	1	0	1	0	1	1	1	1	1	0
YJL191W	0	0	1	1	1	1	1	1	1	1	1	0
YOR253W	0	1	1	1	1	1	0	1	1	1	1	1
YPL198W	0	0	1	1	1	1	1	1	1	1	1	1
YDL195W	1	1	1	1	0	0	1	0	1	1	1	1
YDR279W	1	0	1	0	0	1	0	1	1	1	1	1
YGR056W	0	1	1	1	1	1	1	1	1	0	1	1
YGL061C	1	1	0	0	0	0	1	1	1	1	1	1
YFR037C	1	1	1	0	0	0	1	1	1	1	1	1
YPL153C	1	1	0	0	0	1	1	0	1	1	1	1
YNL096C	0	0	0	0	0	1	1	1	1	1	1	1
YDL002C	1	1	1	1	1	0	0	1	1	1	1	1
YDR362C	1	0	0	1	0	0	0	0	1	1	1	1
YNL099C	1	0	1	0	0	0	1	1	1	1	1	1
YIL153W	1	1	1	1	1	1	1	0	0	0	1	0
YML041C	0	1	1	0	1	1	1	1	1	1	0	1
YPL049C	1	1	1	1	1	0	1	1	1	0	0	0
YMR288W	0	0	1	1	1	1	0	1	1	0	1	1
YDR324C	0	0	1	1	1	1	1	1	1	1	1	1
YEL013W	1	1	1	1	1	1	1	0	0	1	0	0
YHR187W	1	1	1	0	1	0	1	1	1	0	0	0
YLR287C	0	0	1	1	1	1	1	1	1	1	1	1
YMR310C	0	0	0	0	1	1	1	1	1	1	1	1
YHL015W	1	0	0	0	1	1	1	1	1	1	1	1
YPL011C	0	1	1	1	1	1	1	1	1	0	0	0
YER048W-A	1	1	1	1	0	1	0	0	0	1	1	1
YLR117C	1	1	1	1	1	1	1	1	0	0	0	1
YER090W	1	0	0	1	1	1	1	1	1	0	1	0
YLR448W	1	0	0	0	1	1	1	1	1	1	1	1
YOR276W	0	0	1	0	1	0	1	1	1	1	1	1
YPL037C	1	0	1	1	1	0	1	1	1	0	0	0
YBR231C	1	1	1	1	1	1	1	1	1	0	0	0
YDR073W	1	1	1	1	1	1	1	0	1	0	0	0
YBR146W	1	1	0	0	0	0	0	0	1	1	1	1
YBR253W	0	1	1	1	1	1	0	0	1	1	1	1
YMR240C	0	1	1	0	0	0	1	1	1	1	1	1
YDR201W	1	1	1	0	0	0	0	0	1	1	1	1
YNL253W	1	1	0	1	0	1	1	0	0	1	0	1
YMR139W	1	1	1	1	1	1	1	0	0	1	1	0
YDL074C	0	1	1	0	1	0	0	0	1	1	1	1
YER133W	1	1	1	1	1	1	0	1	1	1	0	0
YNL059C	1	1	0	0	1	0	1	1	0	1	1	1
YNL238W	0	1	0	1	1	1	0	1	1	1	1	1
YGR240C	1	0	0	0	1	1	1	1	1	1	1	1
YPR145W	1	0	1	0	0	0	1	1	1	1	1	1
YAR073W	1	1	0	0	0	0	0	1	1	1	1	1
YMR213W	0	1	1	1	1	1	1	1	1	0	0	0
YPL237W	0	0	1	1	0	0	1	1	1	1	1	1
YMR258C	0	1	1	1	1	1	1	0	1	0	0	0
YCR060W	1	0	0	0	1	1	1	1	1	1	1	1
YGL092W	1	1	0	0	0	0	0	1	1	1	1	1
YCR004C	1	1	1	1	1	1	1	1	0	0	0	0
YCR093W	1	1	1	1	1	1	1	0	0	0	0	0
YNL312W	1	1	1	0	1	0	1	0	1	1	1	1
YGR195W	1	0	0	0	0	0	1	1	1	1	1	1
YDR137W	1	1	1	1	1	0	0	0	1	1	0	1
YGR275W	1	1	1	1	1	1	1	1	0	1	1	0
YDR246W	1	1	1	1	1	1	1	1	0	0	0	0
YGL151W	1	1	0	1	1	1	1	0	0	1	1	1
YGR118W	0	0	0	1	1	1	1	1	1	1	1	0
YOR141C	1	1	1	1	1	1	1	1	0	0	0	0
YJR077C	1	1	1	0	0	0	0	1	1	1	1	1
YER157W	1	0	0	0	0	0	1	1	1	1	1	1
YHR208W	1	0	0	0	0	0	1	1	1	1	1	1
YML035C	1	0	0	1	1	1	0	1	1	1	1	1
YDL182W	1	0	0	0	0	1	1	1	1	1	1	1
YKR037C	1	1	1	0	1	0	0	0	0	1	1	1
YJL036W	1	1	1	1	1	1	1	0	0	0	0	0
YGR274C	1	1	0	0	0	0	1	1	1	1	1	1
YOR043W	0	0	1	1	1	1	1	1	1	1	1	0
YDR364C	0	0	1	1	1	1	1	1	1	1	0	0
YLR170C	1	1	1	1	1	0	1	0	0	0	1	1
YDR303C	0	1	1	0	0	1	1	1	1	1	1	1
YNL067W	0	0	0	0	0	1	1	1	1	1	1	1
YJR112W	1	0	1	1	1	1	1	1	0	0	1	1
YHR148W	0	0	0	0	1	1	1	1	1	1	1	1
YHR020W	0	0	0	0	0	1	1	1	1	1	1	1
YEL054C	1	0	0	1	1	1	1	1	1	1	1	1
YGR179C	1	1	0	0	0	0	0	0	1	1	1	1
YPL007C	1	1	1	1	1	0	1	0	0	1	1	1
YDL213C	1	0	1	1	1	1	1	1	1	1	1	1
YPR034W	1	1	1	1	1	0	0	1	1	1	0	0
YOL076W	1	0	0	1	0	0	0	1	1	1	1	1
YDR473C	0	0	1	1	1	1	1	1	1	1	0	1
YPL131W	1	0	1	1	0	1	1	1	1	1	1	1
YGR206W	1	1	1	1	1	1	1	0	0	0	0	0
YCL032W	1	1	1	1	1	1	1	0	1	1	0	0
